timestamp,temp_scaled,humidity_scaled,sensor_S1,sensor_S2,sensor_S3,sensor_S4
2025-04-02 00:00:00,1.2052112662628423,0.07787320452403138,False,True,False,False
2025-04-02 00:30:00,1.479251863541965,0.032461114856092786,False,True,False,False
2025-04-02 01:00:00,1.5410569518529624,0.058294271770790454,False,False,True,False
2025-04-02 01:30:00,1.8675363328318522,-0.08293819209246545,False,True,False,False
2025-04-02 02:00:00,2.0126596667040086,-0.08313857684736273,False,False,True,False
2025-04-02 02:30:00,2.0126596667040086,-0.1221910719600299,False,False,False,True
2025-04-02 03:00:00,2.0126596667040086,-0.24147491675439214,False,False,True,False
2025-04-02 03:30:00,2.0126596667040086,-0.38274296623870163,False,False,False,True
2025-04-02 04:00:00,2.0126596667040086,-0.41921380597095165,False,False,False,True
2025-04-02 04:30:00,2.0126596667040086,-0.5199540376575191,True,False,False,False
2025-04-02 05:00:00,2.0126596667040086,-0.6223639891762346,False,False,True,False
2025-04-02 05:30:00,1.7026304130656986,-0.6444141481698678,True,False,False,False
2025-04-02 06:00:00,1.4902387066372047,-0.6794764712440159,False,False,True,False
2025-04-02 06:30:00,1.0791210923875296,-0.726592252387476,False,False,True,False
2025-04-02 07:00:00,0.7952845805196205,-0.8825366897951508,True,False,False,False
2025-04-02 07:30:00,0.6032815263079955,-0.9118719574437799,True,False,False,False
2025-04-02 08:00:00,0.13095268691974596,-0.9011147147406169,False,False,True,False
2025-04-02 08:30:00,0.12651156528102242,-0.9613222430236866,False,True,False,False
2025-04-02 09:00:00,0.02226105159201249,-1.060392047987777,False,False,False,True
2025-04-02 09:30:00,0.15604228122595307,-1.06169253420571,True,False,False,False
2025-04-02 10:00:00,-0.03487462927776763,-1.143215662904101,False,False,False,True
2025-04-02 10:30:00,-0.33490089514822985,-1.2821248078819378,False,True,False,False
2025-04-02 11:00:00,-0.1925916756306075,-1.3799857287764585,False,True,False,False
2025-04-02 11:30:00,-0.23872081847770996,-1.4040444698686267,False,True,False,False
2025-04-02 12:00:00,-0.2966778992397488,-1.3983528674434988,True,False,False,False
2025-04-02 12:30:00,-0.39469803913400325,-1.364398272745936,False,True,False,False
2025-04-02 13:00:00,-0.40059670149571863,-1.267603373878919,True,False,False,False
2025-04-02 13:30:00,-0.3139491803934925,-1.229669098153231,False,True,False,False
2025-04-02 14:00:00,-0.39331046918800044,-1.2212470721069386,False,False,False,True
2025-04-02 14:30:00,-0.5455325717251654,-1.2962783345663098,False,False,False,True
2025-04-02 15:00:00,-0.4530270333823559,-1.3428522055844234,False,False,True,False
2025-04-02 15:30:00,-0.4802516542536156,-1.4696840311462722,False,False,False,True
2025-04-02 16:00:00,-0.5480172262443661,-1.523788404304213,False,False,True,False
2025-04-02 16:30:00,-0.5096150957970945,-1.583294305136611,False,False,False,True
2025-04-02 17:00:00,-0.6096575012345947,-1.5713400070012686,True,False,False,False
2025-04-02 17:30:00,-0.43257118596288735,-1.442461009536516,False,False,False,True
2025-04-02 18:00:00,-0.44184164133326326,-1.4620360298756772,False,False,True,False
2025-04-02 18:30:00,-0.5050095715949846,-1.4344685796180499,False,False,True,False
2025-04-02 19:00:00,-0.24605887343356825,-1.4231014538404343,False,True,False,False
2025-04-02 19:30:00,-0.209487508432008,-1.4060112796990594,True,False,False,False
2025-04-02 20:00:00,0.018196147139605868,-1.4279622475250495,False,False,False,True
2025-04-02 20:30:00,0.18306506035990439,-1.517862722864045,False,True,False,False
2025-04-02 21:00:00,0.11508990118196318,-1.5062419352249592,False,False,False,True
2025-04-02 21:30:00,0.18544311778271963,-1.5715380641754282,False,False,False,True
2025-04-02 22:00:00,0.07842566156530358,-1.6052217458493887,False,True,False,False
2025-04-02 22:30:00,0.03105288224302913,-1.5466815089761892,False,True,False,False
2025-04-02 23:00:00,0.015941177138573116,-1.4669559125766778,False,True,False,False
2025-04-02 23:30:00,-0.05865214350785184,-1.4009826436318986,False,True,False,False
2025-04-03 00:00:00,0.06198058751879282,-1.269017489219852,False,True,False,False
2025-04-03 00:30:00,0.2830202249317727,-1.2524475965443518,False,False,False,True
2025-04-03 01:00:00,0.4427433231395241,-1.1852502924396846,False,True,False,False
2025-04-03 01:30:00,0.34053911646476365,-1.1825576332806433,True,False,False,False
2025-04-03 02:00:00,-0.007116863749093893,-1.117181048020778,False,False,True,False
2025-04-03 02:30:00,-0.1323333581016741,-1.1935403965799323,False,True,False,False
2025-04-03 03:00:00,-0.4631401518568472,-1.3381336575623146,False,True,False,False
2025-04-03 03:30:00,-0.9997937324065462,-1.2991639714636671,False,False,False,True
2025-04-03 04:00:00,-1.4969669970041806,-1.4398494627815435,False,True,False,False
2025-04-03 04:30:00,-1.6088846326038289,-1.4472452610695068,False,True,False,False
2025-04-03 05:00:00,-1.6242657662118947,-1.5813356508002376,False,True,False,False
2025-04-03 05:30:00,-1.8280189878857889,-1.4892098577408273,False,False,False,True
2025-04-03 06:00:00,-1.8568057323686962,-1.3825065305621569,False,True,False,False
2025-04-03 06:30:00,-1.7959989788682866,-1.1997818090463905,False,False,True,False
2025-04-03 07:00:00,-1.7849918440708814,-0.9810302040562315,False,False,False,True
2025-04-03 07:30:00,-1.978473525896663,-0.9401605420736824,False,False,True,False
2025-04-03 08:00:00,-2.0043132395305894,-0.9028527986327657,False,False,False,True
2025-04-03 08:30:00,-1.9937051721217354,-0.8365184799012364,False,True,False,False
2025-04-03 09:00:00,-2.0180746638231515,-0.8838821634401364,False,False,True,False
2025-04-03 09:30:00,-2.1251246560786368,-0.8371306006366664,False,False,False,True
2025-04-03 10:00:00,-2.0255368978427493,-0.7734925658620058,True,False,False,False
2025-04-03 10:30:00,-1.8415704780190822,-0.7157365539716343,False,True,False,False
2025-04-03 11:00:00,-1.8729013495409754,-0.6476577387112185,False,False,False,True
2025-04-03 11:30:00,-1.9265643008995434,-0.6677485507041346,True,False,False,False
2025-04-03 12:00:00,-1.926947135788559,-0.5923185093807085,False,False,False,True
2025-04-03 12:30:00,-1.9009083874921098,-0.7065523317068514,True,False,False,False
2025-04-03 13:00:00,-1.8649434562496097,-0.7922088472967124,False,True,False,False
2025-04-03 13:30:00,-1.8275576297038825,-0.7922088472967124,False,False,True,False
2025-04-03 14:00:00,-1.6210995321097554,-0.7922088472967124,True,False,False,False
2025-04-03 14:30:00,-1.5118002690649213,-0.7922088472967124,False,False,False,True
2025-04-03 15:00:00,-1.61789738395565,-0.7922088472967124,False,True,False,False
2025-04-03 15:30:00,-1.5690632455025486,-0.7922088472967124,True,False,False,False
2025-04-03 16:00:00,-1.5226384693082236,-0.7922088472967124,False,False,False,True
2025-04-03 16:30:00,-1.4932389999904998,-0.7922088472967124,False,False,False,True
2025-04-03 17:00:00,-1.5104231550891263,-0.7922088472967124,False,False,False,True
2025-04-03 17:30:00,-1.2121696660411312,-0.7922088472967124,True,False,False,False
2025-04-03 18:00:00,-0.9913007351570036,-0.7922088472967124,True,False,False,False
2025-04-03 18:30:00,-0.7570644457575743,-0.7922088472967124,True,False,False,False
2025-04-03 19:00:00,-0.6733714493691961,-0.7922088472967124,False,False,True,False
2025-04-03 19:30:00,-0.6161480431444769,-0.7922088472967124,True,False,False,False
2025-04-03 20:00:00,-0.6475480740840307,-0.7922088472967124,True,False,False,False
2025-04-03 20:30:00,-0.8883031990316943,-0.7922088472967124,True,False,False,False
2025-04-03 21:00:00,-0.9647195544042932,-0.7922088472967124,False,False,True,False
2025-04-03 21:30:00,-1.0425332686023097,-0.5571993723558167,True,False,False,False
2025-04-03 22:00:00,-1.1253991713352094,-0.25329081196845954,False,False,False,True
2025-04-03 22:30:00,-1.1261592946941963,-0.005625189038050616,True,False,False,False
2025-04-03 23:00:00,-0.8279492848705616,0.363830016808908,False,False,False,True
2025-04-03 23:30:00,-1.0183314593350472,0.7228309988747269,False,False,False,True
2025-04-04 00:00:00,-0.8274286399347298,0.9735571292101736,False,False,False,True
2025-04-04 00:30:00,-0.899823388065274,1.065875043718859,False,False,True,False
2025-04-04 01:00:00,-0.8422027594539971,1.076788457361062,False,False,True,False
2025-04-04 01:30:00,-0.6915146301210007,1.1913880303295357,False,False,True,False
2025-04-04 02:00:00,-0.8437622534555241,1.055808499062443,True,False,False,False
2025-04-04 02:30:00,-0.7125732203265682,1.0307471378509525,False,False,False,True
2025-04-04 03:00:00,-0.7852085555864994,1.1402732068533015,False,False,True,False
2025-04-04 03:30:00,-0.5137028629877065,1.0160296164229063,False,False,True,False
2025-04-04 04:00:00,-0.4797182287843829,0.9415663045606831,True,False,False,False
2025-04-04 04:30:00,-0.502991577577038,0.7743829807950497,False,False,True,False
2025-04-04 05:00:00,-0.44692367004861383,0.84071123566863,True,False,False,False
2025-04-04 05:30:00,-0.3496985788471194,0.8667728746922773,False,True,False,False
2025-04-04 06:00:00,-0.02625059421218426,0.9143338381154195,False,False,True,False
2025-04-04 06:30:00,0.026190877067908184,1.039421667120071,False,True,False,False
2025-04-04 07:00:00,-0.038265368777340505,1.218468670953132,True,False,False,False
2025-04-04 07:30:00,0.01439959348953889,1.2716252559498924,False,False,False,True
2025-04-04 08:00:00,0.003219527202282728,1.2022890506010186,False,False,True,False
2025-04-04 08:30:00,0.19712810628633012,1.168564728785661,True,False,False,False
2025-04-04 09:00:00,-0.023458000902280736,1.1126667958805492,False,False,False,True
2025-04-04 09:30:00,-0.04133696900085105,1.1124793130424637,False,False,False,True
2025-04-04 10:00:00,0.24500368858639976,0.903827399727401,False,True,False,False
2025-04-04 10:30:00,0.3577554941140542,0.9791346844612487,True,False,False,False
2025-04-04 11:00:00,0.35578545873823136,1.0008356618817578,False,False,False,True
2025-04-04 11:30:00,0.29203682388940383,1.038888470716957,False,False,True,False
2025-04-04 12:00:00,0.36693094768619267,1.0319203689549845,False,False,True,False
2025-04-04 12:30:00,0.3605394448807901,0.9714995993065124,False,True,False,False
2025-04-04 13:00:00,0.5200674482683477,1.0500165830631993,False,False,False,True
2025-04-04 13:30:00,0.5175966128027982,0.9812965963753394,True,False,False,False
2025-04-04 14:00:00,0.5506249587740962,1.0372656634027633,False,False,True,False
2025-04-04 14:30:00,0.7040910501820595,1.0360401246537225,False,False,False,True
2025-04-04 15:00:00,0.9808913244458637,0.9385220827831252,False,False,False,True
2025-04-04 15:30:00,1.1708598737000955,0.9993376359852214,False,True,False,False
2025-04-04 16:00:00,0.8958961867622232,0.9741238092852704,False,False,True,False
2025-04-04 16:30:00,0.8419625083832004,0.9630041572088633,False,False,True,False
2025-04-04 17:00:00,1.1041318151104484,0.9319516635903213,True,False,False,False
2025-04-04 17:30:00,0.9773329202728384,0.7871186512356521,False,False,True,False
2025-04-04 18:00:00,0.8434042577597571,0.7793860470980807,True,False,False,False
2025-04-04 18:30:00,0.8395162821893125,0.6471898094503775,False,False,True,False
2025-04-04 19:00:00,0.912528147680661,0.7540944914320751,False,True,False,False
2025-04-04 19:30:00,0.9676025170980556,0.7634813290240243,False,False,True,False
2025-04-04 20:00:00,0.5609339206972581,0.6895421154666508,True,False,False,False
2025-04-04 20:30:00,0.5422490279030514,0.7196848979605986,True,False,False,False
2025-04-04 21:00:00,0.48582023291459436,0.7018360077669132,False,True,False,False
2025-04-04 21:30:00,0.303498477168049,0.7132100903190036,False,False,True,False
2025-04-04 22:00:00,0.5454650503172603,0.5894954791148815,False,False,True,False
2025-04-04 22:30:00,0.4190183677349216,0.583424627429562,False,True,False,False
2025-04-04 23:00:00,0.6786758376729475,0.5443119928883964,False,False,True,False
2025-04-04 23:30:00,0.7826160300654619,0.4489306892061178,False,False,True,False
2025-04-05 00:00:00,0.9343161883106434,0.3884372370451511,True,False,False,False
2025-04-05 00:30:00,0.9083534487966904,0.2167756128747029,False,False,True,False
2025-04-05 01:00:00,0.8538203269126617,0.04139681513574833,False,False,True,False
2025-04-05 01:30:00,0.9747637259969861,0.022423016058811224,False,True,False,False
2025-04-05 02:00:00,0.9087952328717094,0.09261890245916304,False,True,False,False
2025-04-05 02:30:00,0.9217965453269561,0.056010923695127376,False,False,False,True
2025-04-05 03:00:00,0.7642606289017534,0.03202991021625436,True,False,False,False
2025-04-05 03:30:00,0.933480203024272,0.1842468753845268,False,False,True,False
